datetime,alert_count,alert_effects,affected_routes,location
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Sydney CBD
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Parramatta
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Liverpool
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Penrith
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Bondi
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Manly
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Newcastle
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Wollongong
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Coffs Harbour
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Port Macquarie
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Byron Bay
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Nowra
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Orange
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Dubbo
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Tamworth
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Wagga Wagga
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Albury
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Bathurst
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Broken Hill
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Armidale
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Katoomba
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Perisher
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Canberra
2024-09-01 15:00:00,6,4,2501_781|2501_797|2501_799,Cessnock
2024-11-04 15:00:00,2,4,2501_779,Sydney CBD
2024-11-04 15:00:00,2,4,2501_779,Parramatta
2024-11-04 15:00:00,2,4,2501_779,Liverpool
2024-11-04 15:00:00,2,4,2501_779,Penrith
2024-11-04 15:00:00,2,4,2501_779,Bondi
2024-11-04 15:00:00,2,4,2501_779,Manly
2024-11-04 15:00:00,2,4,2501_779,Newcastle
2024-11-04 15:00:00,2,4,2501_779,Wollongong
2024-11-04 15:00:00,2,4,2501_779,Coffs Harbour
2024-11-04 15:00:00,2,4,2501_779,Port Macquarie
2024-11-04 15:00:00,2,4,2501_779,Byron Bay
2024-11-04 15:00:00,2,4,2501_779,Nowra
2024-11-04 15:00:00,2,4,2501_779,Orange
2024-11-04 15:00:00,2,4,2501_779,Dubbo
2024-11-04 15:00:00,2,4,2501_779,Tamworth
2024-11-04 15:00:00,2,4,2501_779,Wagga Wagga
2024-11-04 15:00:00,2,4,2501_779,Albury
2024-11-04 15:00:00,2,4,2501_779,Bathurst
2024-11-04 15:00:00,2,4,2501_779,Broken Hill
2024-11-04 15:00:00,2,4,2501_779,Armidale
2024-11-04 15:00:00,2,4,2501_779,Katoomba
2024-11-04 15:00:00,2,4,2501_779,Perisher
2024-11-04 15:00:00,2,4,2501_779,Canberra
2024-11-04 15:00:00,2,4,2501_779,Cessnock
2025-01-06 22:00:00,4,8,2504_535,Sydney CBD
2025-01-06 22:00:00,4,8,2504_535,Parramatta
2025-01-06 22:00:00,4,8,2504_535,Liverpool
2025-01-06 22:00:00,4,8,2504_535,Penrith
2025-01-06 22:00:00,4,8,2504_535,Bondi
2025-01-06 22:00:00,4,8,2504_535,Manly
2025-01-06 22:00:00,4,8,2504_535,Newcastle
2025-01-06 22:00:00,4,8,2504_535,Wollongong
2025-01-06 22:00:00,4,8,2504_535,Coffs Harbour
2025-01-06 22:00:00,4,8,2504_535,Port Macquarie
2025-01-06 22:00:00,4,8,2504_535,Byron Bay
2025-01-06 22:00:00,4,8,2504_535,Nowra
2025-01-06 22:00:00,4,8,2504_535,Orange
2025-01-06 22:00:00,4,8,2504_535,Dubbo
2025-01-06 22:00:00,4,8,2504_535,Tamworth
2025-01-06 22:00:00,4,8,2504_535,Wagga Wagga
2025-01-06 22:00:00,4,8,2504_535,Albury
2025-01-06 22:00:00,4,8,2504_535,Bathurst
2025-01-06 22:00:00,4,8,2504_535,Broken Hill
2025-01-06 22:00:00,4,8,2504_535,Armidale
2025-01-06 22:00:00,4,8,2504_535,Katoomba
2025-01-06 22:00:00,4,8,2504_535,Perisher
2025-01-06 22:00:00,4,8,2504_535,Canberra
2025-01-06 22:00:00,4,8,2504_535,Cessnock
2025-01-07 04:00:00,2,8,2503_900,Sydney CBD
2025-01-07 04:00:00,2,8,2503_900,Parramatta
2025-01-07 04:00:00,2,8,2503_900,Liverpool
2025-01-07 04:00:00,2,8,2503_900,Penrith
2025-01-07 04:00:00,2,8,2503_900,Bondi
2025-01-07 04:00:00,2,8,2503_900,Manly
2025-01-07 04:00:00,2,8,2503_900,Newcastle
2025-01-07 04:00:00,2,8,2503_900,Wollongong
2025-01-07 04:00:00,2,8,2503_900,Coffs Harbour
2025-01-07 04:00:00,2,8,2503_900,Port Macquarie
2025-01-07 04:00:00,2,8,2503_900,Byron Bay
2025-01-07 04:00:00,2,8,2503_900,Nowra
2025-01-07 04:00:00,2,8,2503_900,Orange
2025-01-07 04:00:00,2,8,2503_900,Dubbo
2025-01-07 04:00:00,2,8,2503_900,Tamworth
2025-01-07 04:00:00,2,8,2503_900,Wagga Wagga
2025-01-07 04:00:00,2,8,2503_900,Albury
2025-01-07 04:00:00,2,8,2503_900,Bathurst
2025-01-07 04:00:00,2,8,2503_900,Broken Hill
2025-01-07 04:00:00,2,8,2503_900,Armidale
2025-01-07 04:00:00,2,8,2503_900,Katoomba
2025-01-07 04:00:00,2,8,2503_900,Perisher
2025-01-07 04:00:00,2,8,2503_900,Canberra
2025-01-07 04:00:00,2,8,2503_900,Cessnock
2025-02-02 13:00:00,4,8,2503_N30,Sydney CBD
2025-02-02 13:00:00,4,8,2503_N30,Parramatta
2025-02-02 13:00:00,4,8,2503_N30,Liverpool
2025-02-02 13:00:00,4,8,2503_N30,Penrith
2025-02-02 13:00:00,4,8,2503_N30,Bondi
2025-02-02 13:00:00,4,8,2503_N30,Manly
2025-02-02 13:00:00,4,8,2503_N30,Newcastle
2025-02-02 13:00:00,4,8,2503_N30,Wollongong
2025-02-02 13:00:00,4,8,2503_N30,Coffs Harbour
2025-02-02 13:00:00,4,8,2503_N30,Port Macquarie
2025-02-02 13:00:00,4,8,2503_N30,Byron Bay
2025-02-02 13:00:00,4,8,2503_N30,Nowra
2025-02-02 13:00:00,4,8,2503_N30,Orange
2025-02-02 13:00:00,4,8,2503_N30,Dubbo
2025-02-02 13:00:00,4,8,2503_N30,Tamworth
2025-02-02 13:00:00,4,8,2503_N30,Wagga Wagga
2025-02-02 13:00:00,4,8,2503_N30,Albury
2025-02-02 13:00:00,4,8,2503_N30,Bathurst
2025-02-02 13:00:00,4,8,2503_N30,Broken Hill
2025-02-02 13:00:00,4,8,2503_N30,Armidale
2025-02-02 13:00:00,4,8,2503_N30,Katoomba
2025-02-02 13:00:00,4,8,2503_N30,Perisher
2025-02-02 13:00:00,4,8,2503_N30,Canberra
2025-02-02 13:00:00,4,8,2503_N30,Cessnock
2025-02-03 00:00:00,8,6,2501_742,Sydney CBD
2025-02-03 00:00:00,8,6,2501_742,Parramatta
2025-02-03 00:00:00,8,6,2501_742,Liverpool
2025-02-03 00:00:00,8,6,2501_742,Penrith
2025-02-03 00:00:00,8,6,2501_742,Bondi
2025-02-03 00:00:00,8,6,2501_742,Manly
2025-02-03 00:00:00,8,6,2501_742,Newcastle
2025-02-03 00:00:00,8,6,2501_742,Wollongong
2025-02-03 00:00:00,8,6,2501_742,Coffs Harbour
2025-02-03 00:00:00,8,6,2501_742,Port Macquarie
2025-02-03 00:00:00,8,6,2501_742,Byron Bay
2025-02-03 00:00:00,8,6,2501_742,Nowra
2025-02-03 00:00:00,8,6,2501_742,Orange
2025-02-03 00:00:00,8,6,2501_742,Dubbo
2025-02-03 00:00:00,8,6,2501_742,Tamworth
2025-02-03 00:00:00,8,6,2501_742,Wagga Wagga
2025-02-03 00:00:00,8,6,2501_742,Albury
2025-02-03 00:00:00,8,6,2501_742,Bathurst
2025-02-03 00:00:00,8,6,2501_742,Broken Hill
2025-02-03 00:00:00,8,6,2501_742,Armidale
2025-02-03 00:00:00,8,6,2501_742,Katoomba
2025-02-03 00:00:00,8,6,2501_742,Perisher
2025-02-03 00:00:00,8,6,2501_742,Canberra
2025-02-03 00:00:00,8,6,2501_742,Cessnock
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Sydney CBD
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Parramatta
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Liverpool
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Penrith
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Bondi
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Manly
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Newcastle
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Wollongong
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Coffs Harbour
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Port Macquarie
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Byron Bay
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Nowra
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Orange
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Dubbo
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Tamworth
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Wagga Wagga
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Albury
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Bathurst
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Broken Hill
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Armidale
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Katoomba
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Perisher
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Canberra
2025-02-20 15:00:00,10,4,2450_266|2450_267|2450_6165,Cessnock
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Sydney CBD
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Parramatta
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Liverpool
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Penrith
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Bondi
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Manly
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Newcastle
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Wollongong
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Coffs Harbour
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Port Macquarie
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Byron Bay
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Nowra
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Orange
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Dubbo
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Tamworth
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Wagga Wagga
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Albury
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Bathurst
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Broken Hill
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Armidale
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Katoomba
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Perisher
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Canberra
2025-03-02 15:00:00,8,8,2504_620X|2504_712,Cessnock
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Sydney CBD
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Parramatta
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Liverpool
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Penrith
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Bondi
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Manly
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Newcastle
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Wollongong
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Coffs Harbour
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Port Macquarie
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Byron Bay
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Nowra
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Orange
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Dubbo
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Tamworth
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Wagga Wagga
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Albury
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Bathurst
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Broken Hill
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Armidale
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Katoomba
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Perisher
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Canberra
2025-03-14 15:00:00,20,8,2504_664|2504_715|2501_735|2504_2601|2504_2622|2504_2651|2504_2654|2504_2655|2504_3601|2504_3655,Cessnock
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Sydney CBD
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Parramatta
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Liverpool
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Penrith
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Bondi
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Manly
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Newcastle
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Wollongong
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Coffs Harbour
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Port Macquarie
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Byron Bay
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Nowra
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Orange
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Dubbo
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Tamworth
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Wagga Wagga
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Albury
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Bathurst
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Broken Hill
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Armidale
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Katoomba
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Perisher
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Canberra
2025-03-26 19:00:00,12,8,2606_95X|2606_96|2606_97,Cessnock
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Sydney CBD
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Parramatta
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Liverpool
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Penrith
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Bondi
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Manly
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Newcastle
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Wollongong
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Coffs Harbour
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Port Macquarie
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Byron Bay
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Nowra
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Orange
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Dubbo
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Tamworth
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Wagga Wagga
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Albury
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Bathurst
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Broken Hill
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Armidale
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Katoomba
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Perisher
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Canberra
2025-04-05 18:00:00,22,8,2508_150X|2508_154X|2507_203|2507_209|2508_230|2507_269|2507_286|2507_287|2508_589n|2507_681w|2508_765n,Cessnock
2025-04-09 05:00:00,4,6,4T.T.SHL,Sydney CBD
2025-04-09 05:00:00,4,6,4T.T.SHL,Parramatta
2025-04-09 05:00:00,4,6,4T.T.SHL,Liverpool
2025-04-09 05:00:00,4,6,4T.T.SHL,Penrith
2025-04-09 05:00:00,4,6,4T.T.SHL,Bondi
2025-04-09 05:00:00,4,6,4T.T.SHL,Manly
2025-04-09 05:00:00,4,6,4T.T.SHL,Newcastle
2025-04-09 05:00:00,4,6,4T.T.SHL,Wollongong
2025-04-09 05:00:00,4,6,4T.T.SHL,Coffs Harbour
2025-04-09 05:00:00,4,6,4T.T.SHL,Port Macquarie
2025-04-09 05:00:00,4,6,4T.T.SHL,Byron Bay
2025-04-09 05:00:00,4,6,4T.T.SHL,Nowra
2025-04-09 05:00:00,4,6,4T.T.SHL,Orange
2025-04-09 05:00:00,4,6,4T.T.SHL,Dubbo
2025-04-09 05:00:00,4,6,4T.T.SHL,Tamworth
2025-04-09 05:00:00,4,6,4T.T.SHL,Wagga Wagga
2025-04-09 05:00:00,4,6,4T.T.SHL,Albury
2025-04-09 05:00:00,4,6,4T.T.SHL,Bathurst
2025-04-09 05:00:00,4,6,4T.T.SHL,Broken Hill
2025-04-09 05:00:00,4,6,4T.T.SHL,Armidale
2025-04-09 05:00:00,4,6,4T.T.SHL,Katoomba
2025-04-09 05:00:00,4,6,4T.T.SHL,Perisher
2025-04-09 05:00:00,4,6,4T.T.SHL,Canberra
2025-04-09 05:00:00,4,6,4T.T.SHL,Cessnock
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Sydney CBD
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Parramatta
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Liverpool
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Penrith
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Bondi
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Manly
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Newcastle
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Wollongong
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Coffs Harbour
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Port Macquarie
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Byron Bay
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Nowra
2025-05-13 14:00:00,6,8,5066_S520|2448_2712,Orange
