event_id,name,date,time,status,venue,city,state,address,latitude,longitude,category,genre,sub_genre,min_price,max_price,url,source,year
ZFwVzcymWZ17k4j3,Brennan Heart,2026-06-20,20:00:00,onsale,Liberty Hall,Moore Park,NSW,"Entertainment Quarter, Building 220",-33.894103,151.225267,Music,Dance/Electronic,Club Dance,,,https://www.moshtix.com.au/v2/event/brennan-heart/195712,ticketmaster,2026
ZFwVzcymWZ17k4vk,C.O.F.F.I.N. w/ Ghazza & Cum Quats,2026-06-20,20:30:00,onsale,Avalon RSL Club,Avalon Beach,NSW,1 Bowling Green Lane,-33.63524648,151.32856884,Music,Rock,Punk,,,https://www.moshtix.com.au/v2/event/c-o-f-f-i-n-w-ghazza-cum-quats/195046,ticketmaster,2026
ZFwVzcymWZ17k48V,Après Gras: The Mardi Gras Winter Fundraiser,2026-06-21,15:00:00,onsale,The Beresford,Surry Hills,NSW,354 Bourke St,-33.8831546,151.21650253,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/apr-s-gras-the-mardi-gras-winter-fundraiser/195434,ticketmaster,2026
ZFwVzcymWZ17k4va,CHEAP-SKATE w/ Steve Bourk // Great Job! // Kilbys,2026-06-21,17:30:00,onsale,La La La's,Wollongong,NSW,3 Globe Lane,-34.42515627,150.89389192,Music,Alternative,Indie Rock,,,https://www.moshtix.com.au/v2/event/cheap-skate-w-steve-bourk-great-job-kilbys/195049,ticketmaster,2026
ZFwVzcymWZ17kKpA,2026 WOODZ WORLD TOUR “Archive. 1” IN SYDNEY,2026-06-21,18:00:00,onsale,The Roundhouse UNSW,Kensington,NSW,University of New South Wales,-33.912996,151.219018,Music,Pop,Pop,,,https://www.moshtix.com.au/v2/event/2026-woodz-world-tour-archive-1-in-sydney/193585,ticketmaster,2026
1AKZko7GkemgUNZ,Colin Hay Solo,2026-06-24,19:30:00,onsale,Anita's Theatre,Thirroul,NSW,264-270 Lawrence Hargrave Dr,-34.314659,150.922836,Music,Rock,Pop,,,https://www.ticketmaster.com.au/colin-hay-solo-thirroul-24-06-2026/event/13006444AED768C0,ticketmaster,2026
ZFwVzcymWZ17k4Ox,ivy Thursdays - 25th June,2026-06-25,21:00:00,onsale,ivy Sydney,Sydney,NSW,330 George Street,-33.86653696,151.20752289,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/ivy-thursdays-25th-june/195822,ticketmaster,2026
ZFwVzcymWZ17k31v,Buzz Kull,2026-06-26,19:00:00,onsale,The Vanguard,Newtown,NSW,42 King St,-33.892841,151.186356,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/buzz-kull/192281,ticketmaster,2026
ZFwVzcymWZ17k3jF,FEAR (USA) w/ Tee Vee Repairman & Back By Unpopular Demand,2026-06-26,19:30:00,onsale,Marrickville Bowling Club,Marrickville,NSW,91 Sydenham Road,-33.910461,151.164276,Music,Metal,Heavy Metal,,,https://www.moshtix.com.au/v2/event/fear-usa-w-tee-vee-repairman-back-by-unpopular-demand/192708,ticketmaster,2026
ZFwVzcymWZ17kKFY,Rum Jungle 'Marginalia' AU/NZ Tour ,2026-06-26,19:30:00,onsale,The Roundhouse UNSW,Kensington,NSW,University of New South Wales,-33.912996,151.219018,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/rum-jungle-marginalia-au-nz-tour/193230,ticketmaster,2026
16vGZbUx9G7MMCa,Ashes To Ashes - David Bowie Experience,2026-06-26,20:00:00,onsale,Anita's Theatre,Thirroul,NSW,264-270 Lawrence Hargrave Dr,-34.314659,150.922836,Music,Undefined,Undefined,,,https://www.ticketmaster.com.au/ashes-to-ashes-david-bowie-experience-thirroul-26-06-2026/event/1300636897DF7389,ticketmaster,2026
1AKZkotGkd-dA9S,An Evening With David Campbell,2026-06-26,20:00:00,onsale,Foundry Theatre,Pyrmont,NSW,Pirrama Rd,-33.868828,151.19572,Music,Jazz,Jazz,,,https://www.ticketmaster.com.au/an-evening-with-david-campbell-pyrmont-26-06-2026/event/13006469E10C55F3,ticketmaster,2026
ZFwVzcymWZ17kKao,Go-Jo: The Go-Jo Variety Show,2026-06-26,20:00:00,onsale,The Factory Theatre,Marrickville,NSW,105 Victoria Road,-33.905815,151.165301,Music,Pop,Pop Rock,,,https://www.moshtix.com.au/v2/event/go-jo-the-go-jo-variety-show/193251,ticketmaster,2026
ZFwVzcymWZ17kood,Jim E. Brown (UK),2026-06-26,20:00:00,onsale,Mary's Underground,Circular Quay,NSW,29 Reiby Place,-33.86192126,151.21007134,Music,Folk,Folk,,,https://www.moshtix.com.au/v2/event/jim-e-brown-uk-/191443,ticketmaster,2026
ZFwVzcymWZ17k43f,A NIGHT OF DUBSTEP ft. YOOKIE (USA),2026-06-26,21:00:00,onsale,Burdekin Hotel,Darlinghurst,NSW,2 Oxford Street,-33.8768312,151.21398196,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/a-night-of-dubstep-ft-yookie-usa-/195494,ticketmaster,2026
ZFwVzcymWZ17k484,FRI 26 JUNE - WAO SUPERCLUB @ IVY,2026-06-26,21:30:00,onsale,ivy Sydney,Sydney,NSW,330 George Street,-33.86653696,151.20752289,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/fri-26-june-wao-superclub-ivy/195415,ticketmaster,2026
